date,equity
2019-02-01,235289421.17
2019-02-28,241833736.43
2019-02-28,241836389.17
2019-02-28,241354786.55
2019-02-28,241026398.60
2019-03-01,239777570.61
2019-03-01,239777570.61
2019-03-01,239777570.61
2019-03-01,239777570.61
2019-03-01,239777570.61
2019-03-01,239777570.61
2019-03-08,239390395.66
2019-03-08,239299677.38
2019-03-08,239510370.78
2019-03-08,240332515.60
2019-03-08,240332515.60
2019-03-08,240332515.60
2019-03-08,240332515.60
2019-03-08,240332515.60
2019-03-22,239488997.48
2019-03-22,239488997.48
2019-03-29,239013743.83
2019-03-29,238326292.40
2019-03-29,238326292.40
2019-03-29,238326292.40
2019-03-31,237457946.11
2019-03-31,236702447.77
2019-03-31,236578577.80
2019-03-31,235682340.58
2019-04-05,235682340.58
2019-04-05,235682340.58
2019-04-05,235682340.58
2019-04-05,235682340.58
2019-04-30,235296369.64
2019-04-30,234597293.93
2019-04-30,233653695.06
2019-05-03,233653695.06
2019-05-03,233653695.06
2019-05-03,233653695.06
2019-05-10,233490090.58
2019-05-10,233490090.58
2019-05-17,233642336.22
2019-05-17,233642336.22
2019-05-24,233001198.50
2019-05-24,233001198.50
2019-06-21,233609381.22
2019-06-21,233609381.22
2019-06-28,233882784.25
2019-06-28,233882784.25
2019-07-05,234901909.22
2019-07-05,234901909.22
2019-07-12,235015244.81
2019-07-12,238822819.27
2019-07-12,238822819.27
2019-07-12,238822819.27
2019-07-19,241732263.12
2019-07-19,241732263.12
2019-07-26,239943580.63
2019-07-26,237710522.01
2019-07-26,236392559.81
2019-07-26,235365509.18
2019-07-26,232926007.78
2019-07-26,232926007.78
2019-07-26,232926007.78
2019-07-26,232926007.78
2019-07-26,232926007.78
2019-07-26,232926007.78
2019-07-31,235167223.08
2019-07-31,234763525.07
2019-07-31,233544740.78
2019-07-31,232776953.91
2019-07-31,232934968.27
2019-07-31,232675619.27
2019-08-02,231802683.66
2019-08-02,231802683.66
2019-08-02,231802683.66
2019-08-02,231802683.66
2019-08-02,231802683.66
2019-08-02,231802683.66
2019-08-02,231802683.66
2019-08-02,231802683.66
2019-08-09,231542891.01
2019-08-09,230712539.66
2019-08-09,230443367.04
2019-08-09,230443367.04
2019-08-09,230443367.04
2019-08-09,230443367.04
2019-08-16,229725659.11
2019-08-16,229725659.11
2019-08-23,229416096.67
2019-08-23,228346994.20
2019-08-23,227465490.71
2019-08-23,227465490.71
2019-08-23,227465490.71
2019-08-23,227465490.71
2019-08-30,226853775.80
2019-08-30,226501492.80
2019-08-30,226032122.33
2019-08-30,226032122.33
2019-08-30,226032122.33
2019-08-30,226032122.33
2019-08-31,225296082.09
2019-08-31,224592349.06
2019-08-31,224055982.43
2019-09-06,224055982.43
2019-09-06,224055982.43
2019-09-06,224055982.43
2019-09-13,222642905.79
